Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_elapsed_speed"">Avg Elapsed Speed</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.dirt_distance"">Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_distance"">Newly Explored Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_dirt_distance"">Newly Explored Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.sport_type"">Sport Type</span>"
2001244162,"Dec 5, 2018, 10:21:33 AM",Morning Run,Run,,2044,3.89,163.0,45,false,,activities/2001244162.gpx,0.0,,2044.0,1431.0,3897.89501953125,10.0,,2.76111102104187,,-0.8999999761581421,5.699999809265137,8.899999618530273,-0.10326086729764938,,,,,163.0,163.0,,,0.0,,,45.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005464853,"Dec 7, 2018, 8:10:17 PM",Afternoon Run,Run,,8537,21.10,171.0,228,false,,activities/2005464853.gpx,0.0,,8537.0,8047.0,21107.365234375,8.100000381469727,,200.05325317382812,,5.800000190734863,42.20000076293945,19.600000381469727,-0.006633153650909662,,,,,171.0,156.63751220703125,,,0.0,,,228.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034951952,"Dec 25, 2018, 4:02:35 PM",Lunch Run,Run,,857,1.40,168.0,9,false,,activities/2034951952.gpx,0.0,,857.0,515.0,1407.6318359375,4.900000095367432,,0.0,,0.699999988079071,2.5999999046325684,1.399999976158142,0.0,,,,,168.0,140.07835388183594,,,0.0,,,9.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047233424,"Dec 31, 2018, 8:08:25 PM",Afternoon Run,Run,,1160,3.28,160.0,30,false,,activities/2047233424.gpx,0.0,,1160.0,1146.0,3287.368408203125,6.099999904632568,,4.813571453094482,,-2.0,4.300000190734863,8.800000190734863,0.03650301322340965,,,,,160.0,154.59249877929688,,,0.0,,,30.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053767082,"Jan 3, 2019, 9:59:24 PM",Afternoon Run,Run,,1532,4.46,157.0,9,false,,activities/2053767082.gpx,0.0,,1532.0,1513.0,4468.87890625,10.300000190734863,,5.324999809265137,,-2.0,6.300000190734863,12.600000381469727,-0.08950748294591904,,,,,157.0,105.24520874023438,,,0.0,,,9.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059798065,"Jan 6, 2019, 1:35:26 PM",Morning Run,Run,,1184,3.43,170.0,44,false,,activities/2059798065.gpx,0.0,,1184.0,1172.0,3434.18896484375,4.099999904632568,,0.0,,0.5,1.899999976158142,2.9000000953674316,0.0,,,,,170.0,160.67662048339844,,,0.0,,,44.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074007852,"Jan 12, 2019, 6:37:38 PM",Afternoon Run,Run,,1536,4.19,151.0,28,false,,activities/2074007852.gpx,0.0,,1536.0,1475.0,4198.86181640625,4.699999809265137,,5.168055534362793,,-1.7000000476837158,7.599999904632568,12.300000190734863,-0.13125865161418915,,,,,151.0,144.2142333984375,,,0.0,,,28.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107370340,"Jan 27, 2019, 4:09:45 PM",Lunch Run,Run,,3268,9.94,179.0,67,false,,activities/2107370340.gpx,0.0,,3268.0,3268.0,9943.24609375,4.900000095367432,,103.91178894042969,,5.800000190734863,37.29999923706055,13.5,-0.0020123356953263283,,,,,179.0,131.9329833984375,,,0.0,,,67.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135502174,"Feb 6, 2019, 11:11:38 PM",Evening Run,Run,,3822,10.12,172.0,131,false,,activities/2135502174.gpx,0.0,,3822.0,3594.0,10123.396484375,7.5,,39.71535873413086,,1.7000000476837158,25.299999237060547,11.399999618530273,0.0039512417279183865,,,,,172.0,161.63327026367188,,,0.0,,,131.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155624095,"Feb 17, 2019, 1:10:35 PM",Morning Run,Run,,4901,13.72,182.0,190,false,,activities/2155624095.gpx,0.0,,4901.0,4125.0,13723.740234375,8.399999618530273,,22.4853572845459,,-2.700000047683716,9.699999809265137,17.399999618530273,-0.010202222503721714,,,,,182.0,168.34327697753906,,,0.0,,,190.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172552577,"Feb 24, 2019, 1:38:10 PM",Morning Run,Run,,8402,12.45,166.0,76,false,,activities/2172552577.gpx,0.0,,8402.0,8402.0,12456.53125,4.800000190734863,,0.0,,,,0.0,0.0,,,,,166.0,129.4886932373047,,,0.0,,,76.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172552661,"Feb 23, 2019, 6:35:22 PM",Afternoon Run,Run,,1827,4.72,164.0,25,false,,activities/2172552661.gpx,0.0,,1827.0,1695.0,4725.91748046875,7.199999809265137,,4.058333396911621,,-2.0,7.300000190734863,13.600000381469727,-0.07617596536874771,,,,,164.0,139.80235290527344,,,0.0,,,25.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
